stock,endDate,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome,incomeBeforeTax,researchDevelopment,otherOperatingExpenses,minorityInterest,discontinuedOperations
EIGR,2019-12-31,-70252000.0,-70252000.0,-2348000,0,67904000,0,0,-3406000.0,-67904000,-67904000,0,17113000.0,-70252000,-70252000.0,50791000.0,,,
EIGR,2018-12-31,-52391000.0,-52391000.0,-1344000,0,51047000,0,0,-2329000.0,-51047000,-51047000,0,13956000.0,-52391000,-52391000.0,37091000.0,,,
EIGR,2017-12-31,-42448000.0,-42448000.0,-928000,0,41520000,0,0,-1524000.0,-41520000,-41520000,0,12001000.0,-42448000,-42448000.0,29519000.0,,,
EIGR,2016-12-31,-47087000.0,-47087000.0,-967000,0,46120000,0,0,-690000.0,-46120000,-46120000,0,13106000.0,-47087000,-47087000.0,33014000.0,,,
TTEC,2019-12-31,77164000.0,84734000.0,-19796000,1191280000,1513497000,1643704000,25677000,-19113000.0,130207000,130207000,452424000,253131000.0,77164000,110411000.0,,,62109000.0,
TTEC,2018-12-31,35817000.0,39755000.0,-43399000,1157927000,1409534000,1509171000,16483000,-28674000.0,99637000,99637000,351244000,182428000.0,35817000,56238000.0,,,7677000.0,
TTEC,2017-12-31,7256000.0,10812000.0,-31589000,1110068000,1356889000,1477365000,78075000,-13734000.0,120476000,120476000,367297000,182314000.0,7256000,88887000.0,,,6978000.0,
TTEC,2016-12-31,33678000.0,37435000.0,-38896000,941592000,1186064000,1275258000,12863000,-7943000.0,89194000,89194000,333666000,175797000.0,33678000,50298000.0,,,6981000.0,
TGC,2019-12-31,-436000.0,-436000.0,41000,3385000,5416000,4911000,-28000,-10000.0,-505000,-505000,1526000,1315000.0,-436000,-464000.0,,,,
TGC,2018-12-31,1569000.0,442000.0,185000,3591000,5631000,5871000,-17000,-5000.0,240000,240000,2280000,1245000.0,1569000,425000.0,,,,
TGC,2017-12-31,-574000.0,-603000.0,-51000,3444000,5477000,4683000,-242000,-53000.0,-794000,-794000,1239000,1171000.0,-574000,-845000.0,,,,
TGC,2016-12-31,-4199000.0,-4199000.0,-2906000,3421000,5965000,4672000,0,-102000.0,-1293000,-1293000,1251000,1405000.0,-4199000,-4199000.0,,,,
GTHX,2019-12-31,-122447000.0,-122447000.0,6594000,0,129041000,0,0,,-129041000,-129041000,0,40648000.0,-122447000,-122447000.0,88393000.0,,,
GTHX,2018-12-31,-85288000.0,-85288000.0,7996000,0,89286000,0,0,,-89286000,-89286000,0,18901000.0,-85288000,-85288000.0,70385000.0,,,
GTHX,2017-12-31,-64878000.0,-60121000.0,847000,0,60968000,0,0,,-60968000,-60968000,0,7294000.0,-60121000,-60121000.0,53674000.0,,,
GTHX,2016-12-31,-34696000.0,-30291000.0,100000,25161000,30391000,0,0,,-30391000,-30391000,-25161000,5230000.0,-30291000,-30291000.0,53674000.0,,,
KLXE,2020-01-31,-96400000.0,-96400000.0,-100700000,462800000,548200000,544000000,-8500000,-30400000.0,-4200000,-4200000,81200000,82700000.0,-96400000,-104900000.0,2700000.0,,,
KLXE,2019-01-31,14400000.0,14400000.0,-37700000,370000000,442600000,495300000,600000,-7700000.0,52700000,52700000,125300000,70200000.0,14400000,15000000.0,2400000.0,,,
KLXE,2018-01-31,-24100000.0,-24100000.0,-3600000,268800000,340900000,320500000,100000,-7700000.0,-20400000,-20400000,51700000,70100000.0,-24100000,-24000000.0,2000000.0,,,
KLXE,2017-01-31,-89600000.0,-89600000.0,0,181300000,241700000,152200000,100000,-7700000.0,-89500000,-89500000,-29100000,60100000.0,-89600000,-89500000.0,300000.0,,,
PH,2019-06-30,1512364000.0,1512931000.0,-144452000,10688834000,12242447000,14320324000,420494000,-190138000.0,2077877000,2077877000,3631490000,1553613000.0,1512364000,1933425000.0,,,6183000.0,
PH,2018-06-30,1060801000.0,1061315000.0,-262143000,10692796000,12337972000,14302392000,640962000,-213873000.0,1964420000,1964420000,3609596000,1645176000.0,1060801000,1702277000.0,,,5627000.0,
PH,2017-06-30,983412000.0,983844000.0,-112917000,9083097000,10587754000,12029312000,344797000,-162436000.0,1441558000,1441558000,2946215000,1504657000.0,983412000,1328641000.0,,,5697000.0,
PH,2016-06-30,806840000.0,807216000.0,-160529000,8747187000,10085496000,11360753000,307512000,-136517000.0,1275257000,1275257000,2613566000,1338309000.0,806840000,1114728000.0,,,3423000.0,
IDXG,2019-12-31,-27156000.0,-26639000.0,-2734000,15888000,48012000,24079000,-28000,-440000.0,-23933000,-23933000,8191000,25662000.0,-26727000,-26667000.0,2810000.0,,,-88000.0
IDXG,2018-12-31,-12189000.0,-12205000.0,-1590000,10197000,32493000,21896000,18000,-331000.0,-10597000,-10597000,11699000,16920000.0,-12189000,-12187000.0,2124000.0,,,16000.0
IDXG,2017-12-31,-12216000.0,-12737000.0,263000,7358000,29292000,15897000,-395000,-433000.0,-13395000,-13395000,8539000,17220000.0,-12216000,-13132000.0,1461000.0,,,521000.0
IDXG,2016-12-31,-8332000.0,-8410000.0,6367000,6641000,28024000,13085000,-162000,-2144000.0,-14939000,-14939000,6444000,15966000.0,-8332000,-8572000.0,1647000.0,,,78000.0
FHB,2019-12-31,284392000.0,284392000.0,-7390000,0,363047000,752135000,97306000,,389088000,0,752135000,282425000.0,284392000,381698000.0,,80622000.0,,
FHB,2018-12-31,264394000.0,264394000.0,-18342000,0,346611000,723131000,93784000,,376520000,0,723131000,266794000.0,264394000,358178000.0,,79817000.0,,
FHB,2017-12-31,183682000.0,183682000.0,-14907000,0,332647000,715909000,184673000,,383262000,0,715909000,255020000.0,183682000,368355000.0,,77627000.0,,
FHB,2016-12-31,230178000.0,230178000.0,-12972000,0,324308000,709109000,141651000,,384801000,0,709109000,247134000.0,230178000,371829000.0,,77174000.0,,
SGLB,2019-12-31,-6320849.0,-6320849.0,-621264,574301,6102031,402446,0,-8685.0,-5699585,-5699585,-171855,3711613.0,-6320849,-6320849.0,647994.0,158706.0,,
SGLB,2018-12-31,-5589288.0,-5574163.0,-638394,270107,5324343,388574,0,-3966.0,-4935769,-4935769,118467,3088095.0,-5574163,-5574163.0,493410.0,134827.0,,
SGLB,2017-12-31,-4424503.0,-4424503.0,-1080516,272372,3985036,641049,0,-520132.0,-3343987,-3343987,368677,2397892.0,-4424503,-4424503.0,302043.0,95990.0,,
SGLB,2016-12-31,-2196834.0,-2196834.0,-344503,228902,2818753,966422,0,-129798.0,-1852331,-1852331,737520,1816594.0,-2196834,-2196834.0,120638.0,132220.0,,
CASS,2019-12-31,30404000.0,30404000.0,-5193000,91333000,120019000,162678000,7062000,-5193000.0,42659000,42659000,71345000,7756000.0,30404000,37466000.0,,14227000.0,,
CASS,2018-12-31,30268000.0,30268000.0,-20441000,85881000,111919000,152002000,6079000,-3736000.0,40083000,40083000,66121000,7067000.0,30268000,36347000.0,,12919000.0,,
CASS,2017-12-31,25014000.0,25014000.0,-2187000,77339000,100403000,137489000,9885000,-2187000.0,37086000,37086000,60150000,6037000.0,25014000,34899000.0,,11529000.0,,
CASS,2016-12-31,24348000.0,24348000.0,-2029000,71081000,91973000,126066000,7716000,-2029000.0,34093000,34093000,54985000,5577000.0,24348000,32064000.0,,10456000.0,,
UMBF,2019-12-31,243600000.0,243600000.0,-16995000,0,761865000,1064825000,42365000,,302960000,0,1064825000,716960000.0,243600000,285965000.0,,44905000.0,,
UMBF,2018-12-31,195513000.0,196260000.0,-18459000,0,699341000,941394000,27334000,,242053000,0,941394000,656825000.0,195513000,223594000.0,,42516000.0,,
UMBF,2017-12-31,247105000.0,182976000.0,-22853000,0,682276000,941475000,53370000,,259199000,0,941475000,634679000.0,247105000,236346000.0,,47597000.0,,
UMBF,2016-12-31,158801000.0,153634000.0,-25469000,0,643872000,865334000,44955000,,221462000,0,865334000,597200000.0,158801000,198589000.0,,46672000.0,,
ROP,2019-12-31,1767900000.0,1767900000.0,729000000,1939700000,3868400000,5366800000,459500000,-186600000.0,1498400000,1498400000,3427100000,1928700000.0,1767900000,2227400000.0,,,,
ROP,2018-12-31,944400000.0,944400000.0,-198000000,1911700000,3794800000,5191200000,254000000,-182100000.0,1396400000,1396400000,3279500000,1883100000.0,944400000,1198400000.0,,,,
ROP,2017-12-31,971800000.0,971800000.0,-175500000,1742700000,3397300000,4607500000,62900000,-180600000.0,1210200000,1210200000,2864800000,1654600000.0,971800000,1034700000.0,,,,
ROP,2016-12-31,658600000.0,658600000.0,-122500000,1457500000,2726800000,3789900000,282000000,-111600000.0,1063100000,1063100000,2332400000,1269300000.0,658600000,940600000.0,,,,
ATRA,2019-12-31,-290976000.0,-290976000.0,4717000,0,295681000,0,12000,,-295681000,-295681000,0,79584000.0,-290976000,-290964000.0,216097000.0,,,
ATRA,2018-12-31,-230699000.0,-230699000.0,-6132000,0,224611000,0,-44000,,-224611000,-224611000,0,69654000.0,-230699000,-230743000.0,154957000.0,,,
ATRA,2017-12-31,-119491000.0,-119491000.0,4054000,0,121532000,0,-14000,,-121532000,-121532000,0,40326000.0,-119491000,-119505000.0,81206000.0,,,
ATRA,2016-12-31,-79049000.0,-79049000.0,2203000,0,81242000,0,10000,,-81242000,-81242000,0,24728000.0,-79049000,-79039000.0,56514000.0,,,
DK,2019-12-31,310600000.0,331000000.0,-95600000,8237400000,8799900000,9298200000,71700000,-131100000.0,498300000,498300000,1060800000,370700000.0,310600000,402700000.0,,-2500000.0,169000000.0,5200000.0
DK,2018-12-31,340100000.0,383600000.0,-138300000,9099000000,9609300000,10233100000,101900000,-125900000.0,623800000,623800000,1134100000,342200000.0,340100000,485500000.0,,-31300000.0,175500000.0,-8700000.0
DK,2017-12-31,288800000.0,328500000.0,88200000,6703300000,7056000000,7267100000,-29200000,-93800000.0,211100000,211100000,563800000,198400000.0,288800000,299300000.0,,1000000.0,313600000.0,-5900000.0
DK,2016-12-31,-153700000.0,-219700000.0,-307400000,4059900000,4281700000,4197900000,-171500000,-54400000.0,-83800000,-83800000,138000000,105400000.0,-153700000,-391200000.0,,1000000.0,190600000.0,86300000.0
LCTX,2019-12-31,-11709000.0,-11827000.0,14542000,412000,37291000,3515000,-7407000,-15000.0,-33776000,-33776000,3103000,18931000.0,-11709000,-19234000.0,17948000.0,,-1712000.0,
LCTX,2018-12-31,-45990000.0,-46784000.0,-6135000,302000,45983000,4988000,-346000,-189000.0,-40995000,-40995000,4686000,24726000.0,-45990000,-47130000.0,20955000.0,,-1594000.0,
LCTX,2017-12-31,-19976000.0,-23289000.0,17367000,168000,44114000,3458000,0,-792000.0,-40656000,-40656000,3290000,19922000.0,-19976000,-23289000.0,24024000.0,,1622000.0,
LCTX,2016-12-31,33572000.0,18621000.0,77588000,358000,64890000,5923000,0,-1047000.0,-58967000,-58967000,5565000,28426000.0,33572000,18621000.0,36106000.0,,12580000.0,
TRPX,2018-12-31,-8523000.0,-8949000.0,280000,0,9289000,0,-60000,-123000.0,-9289000,-9289000,0,6579000.0,-8523000,-9009000.0,2710000.0,,-108000.0,
TRPX,2017-12-31,-6244000.0,-6244000.0,-491000,0,5753000,0,0,-5000.0,-5753000,-5753000,0,3810000.0,-6244000,-6244000.0,1943000.0,,-108000.0,
TRPX,2016-12-31,-1993000.0,-2007000.0,27000,0,2034000,0,0,-1000.0,-2034000,-2034000,0,1268000.0,-1993000,-2007000.0,740000.0,,-108000.0,
TRPX,2015-12-31,-2541000.0,-2617000.0,-9000,0,2608000,0,0,-1000.0,-2608000,-2608000,0,1363000.0,-2541000,-2617000.0,240000.0,,-155781.0,
NSIT,2019-12-31,159407000.0,159407000.0,-45645000,6593092000,7473829000,7731190000,52309000,-28478000.0,257361000,257361000,1138098000,834528000.0,159407000,211716000.0,,,,
NSIT,2018-12-31,163677000.0,163677000.0,-25287000,6086418000,6842947000,7080136000,48225000,-21737000.0,237189000,237189000,993718000,719071000.0,163677000,211902000.0,,,,
NSIT,2017-12-31,90683000.0,90683000.0,-36144000,5785053000,6508381000,6703623000,68415000,-17965000.0,195242000,195242000,918570000,723328000.0,90683000,159098000.0,,,,
NSIT,2016-12-31,84690000.0,84690000.0,-16201000,4744613000,5329856000,5485515000,54768000,-8628000.0,155659000,155659000,740902000,547113000.0,84690000,139458000.0,,,,
SYRS,2019-12-31,-75438000.0,-75438000.0,2303000,0,79723000,1982000,0,,-77741000,-77741000,1982000,21478000.0,-75438000,-75438000.0,58245000.0,,,
SYRS,2018-12-31,-62279000.0,-62279000.0,2017000,0,66346000,2050000,0,,-64296000,-64296000,2050000,16164000.0,-62279000,-62279000.0,50182000.0,,,
SYRS,2017-12-31,-54010000.0,-54010000.0,676000,0,55787000,1101000,0,,-54686000,-54686000,1101000,13891000.0,-54010000,-54010000.0,41896000.0,,,
SYRS,2016-12-31,-51424000.0,-47743000.0,220000,0,48280000,317000,0,,-47963000,-47963000,317000,10463000.0,-47743000,-47743000.0,37817000.0,,,
ALLT,2019-12-31,-8659000.0,-8659000.0,1960000,33834000,119078000,110100000,1641000,,-8978000,-8978000,76266000,53783000.0,-8659000,-7018000.0,31461000.0,,,
ALLT,2018-12-31,-10415000.0,-10415000.0,2208000,29349000,106032000,95837000,2428000,,-10195000,-10195000,66488000,51265000.0,-10415000,-7987000.0,25418000.0,,,
ALLT,2017-12-31,-18072000.0,-18072000.0,894000,28530000,99394000,81992000,1564000,,-17402000,-17402000,53462000,49012000.0,-18072000,-16508000.0,21852000.0,,,
ALLT,2016-12-31,-7994000.0,-7994000.0,1059000,27895000,97218000,90369000,2204000,,-6849000,-6849000,62474000,45102000.0,-7994000,-5790000.0,24221000.0,,,
SLB,2019-12-31,-10137000000.0,-10107000000.0,-13387000000,28720000000,29948000000,32917000000,-311000000,-609000000.0,2969000000,2969000000,4197000000,511000000.0,-10137000000,-10418000000.0,717000000.0,,416000000.0,
SLB,2018-12-31,2138000000.0,2177000000.0,-567000000,28478000000,29624000000,32815000000,447000000,-575000000.0,3191000000,3191000000,4337000000,444000000.0,2138000000,2624000000.0,702000000.0,,424000000.0,
SLB,2017-12-31,-1505000000.0,-1513000000.0,-4106000000,26298000000,27517000000,30440000000,330000000,-566000000.0,2923000000,2923000000,4142000000,432000000.0,-1505000000,-1183000000.0,787000000.0,,419000000.0,
SLB,2016-12-31,-1687000000.0,-1627000000.0,-4190000000,24110000000,25525000000,27810000000,-278000000,-570000000.0,2285000000,2285000000,3700000000,403000000.0,-1687000000,-1905000000.0,1012000000.0,,451000000.0,
PHX,2019-09-30,-40744938.0,-40744938.0,14955066,12488425,108235482,39054478,-13481000,-1995789.0,-69181004,-69181004,26566053,7095243.0,-40744938,-54225938.0,,-6105145.0,,
PHX,2018-09-30,14635669.0,14635669.0,-1850786,13460278,44129827,47877282,-12739000,-1748101.0,3747455,3747455,34417004,7342441.0,14635669,1896669.0,,4932068.0,,
PHX,2017-09-30,3531933.0,3531933.0,-1380968,12682969,37934909,43536810,689000,-1275138.0,5601901,5601901,30853841,7441242.0,3531933,4220933.0,,-1249840.0,,
PHX,2016-09-30,-10286884.0,-10286884.0,1231618,13590089,57305008,38075506,-7711000,-1344619.0,-19229502,-19229502,24485417,7139728.0,-10286884,-17997884.0,,86355.0,,
SEM,2019-12-31,143454000.0,201031000.0,-207132000,4641002000,4982041000,5453922000,63718000,-200570000.0,471881000,471881000,812920000,128463000.0,148449000,264749000.0,,,1132604000.0,
SEM,2018-12-31,133289000.0,176942000.0,-184622000,4341056000,4661084000,5081258000,58610000,-198493000.0,420174000,420174000,740202000,118373000.0,137840000,235552000.0,,,893686000.0,
SEM,2017-12-31,171426000.0,220645000.0,-156236000,3735309000,4006548000,4365245000,-18184000,-154703000.0,358697000,358697000,629936000,111228000.0,177184000,202461000.0,,,750054000.0,
SEM,2016-12-31,111890000.0,125270000.0,-122349000,3439775000,3914377000,4217460000,55464000,-170081000.0,303083000,303083000,777685000,329291000.0,115411000,180734000.0,,,512335000.0,
ENT,2019-12-31,-153443000.0,-153443000.0,-83674000,523525000,717120000,656877000,9526000,-89711000.0,-60243000,-60243000,133352000,138297000.0,-153443000,-143917000.0,26652000.0,,,
ENT,2018-12-31,-236599000.0,-236599000.0,-127165000,509993000,753460000,647094000,3068000,-76218000.0,-106366000,-106366000,137101000,172287000.0,-236599000,-233531000.0,32740000.0,,,
ENT,2017-12-31,-357114000.0,-357114000.0,-253192000,459620000,728278000,619469000,-4887000,-58454000.0,-108809000,-108809000,159849000,189095000.0,-357114000,-362001000.0,35608000.0,,,
ENT,2016-12-31,-112932000.0,-112932000.0,-108926000,362370000,578672000,529755000,-44911000,-18198000.0,-48917000,-48917000,167385000,146136000.0,-112932000,-157843000.0,34518000.0,,,
PAA,2019-12-31,1967000000.0,2180000000.0,219000000,30744000000,31642000000,33669000000,66000000,-425000000.0,2027000000,2027000000,2925000000,297000000.0,2171000000,2246000000.0,,,133000000.0,
PAA,2018-12-31,2009000000.0,2216000000.0,243000000,31048000000,31884000000,34055000000,198000000,-431000000.0,2171000000,2171000000,3007000000,316000000.0,2216000000,2414000000.0,,,133000000.0,
PAA,2017-12-31,685000000.0,858000000.0,-401000000,24133000000,24920000000,26223000000,44000000,-510000000.0,1303000000,1303000000,2090000000,270000000.0,856000000,902000000.0,,,133000000.0,
PAA,2016-12-31,200000000.0,730000000.0,-222000000,18412000000,19205000000,20182000000,25000000,-467000000.0,977000000,977000000,1770000000,279000000.0,333000000,755000000.0,,,57000000.0,
LASR,2019-12-31,-12884000.0,-12884000.0,3144000,124280000,186528000,176619000,6119000,,-9909000,-9909000,52339000,34111000.0,-12884000,-6765000.0,28137000.0,,,
LASR,2018-12-31,9523000.0,13938000.0,475000,124398000,174296000,191359000,3600000,,17063000,17063000,66961000,28844000.0,13938000,17538000.0,21054000.0,,,
LASR,2017-12-31,9523000.0,13938000.0,-3103000,94306000,128782000,138580000,4858000,,9798000,9798000,44274000,19353000.0,1837000,6695000.0,15123000.0,,,
LASR,2016-12-31,-14202000.0,-14202000.0,-3282000,78159000,110663000,101325000,1882000,,-9338000,-9338000,23166000,17265000.0,-14202000,-12320000.0,15239000.0,,,
DCAR,2019-12-31,-4960258.0,-2477160.0,0,0,2477160,0,0,,-2477160,-2477160,0,2477160.0,-4902383,-2477160.0,,,,-2425223.0
DCAR,2018-12-31,-20148824.0,-2902778.0,-672144,0,2230634,0,0,,-2230634,-2230634,0,2230634.0,-18749163,-2902778.0,,,,-15846385.0
DCAR,2017-12-31,-7640806.0,-7640806.0,-1326160,4543456,10600160,4285514,0,,-6314646,-6314646,-257942,5747969.0,-7640806,-7640806.0,,,,-15846385.0
DCAR,2016-12-31,-1417346.0,-1417346.0,-47451,1229536,3072390,1702495,0,,-1369895,-1369895,472959,1763685.0,-1417346,-1417346.0,,,,-15846385.0
KSM,2019-11-30,17238639.0,17238639.0,8879208,0,1544463,9903894,0,-2455219.0,8359431,8359431,9903894,1544463.0,17238639,17238639.0,,,,
KSM,2018-11-30,-298522.0,-298522.0,-9360409,0,1532713,10594600,0,-2199163.0,9061887,9061887,10594600,1532713.0,-298522,-298522.0,,,,
KSM,2017-11-30,10475697.0,10475697.0,894106,0,1540279,11121870,0,-1755612.0,9581591,9581591,11121870,1540279.0,10475697,10475697.0,,,,
KSM,2016-11-30,432095.0,432095.0,-9626267,0,1636589,11694951,0,-1126578.0,10058362,10058362,11694951,1636589.0,432095,432095.0,,,,
AUY,2019-12-31,225600000.0,225600000.0,91100000,782800000,1393000000,1612200000,84700000,-98100000.0,219200000,219200000,829400000,79400000.0,225600000,310300000.0,,45500000.0,34700000.0,
AUY,2018-12-31,-284600000.0,-297700000.0,-154000000,1010000000,1821200000,1798500000,121000000,-106000000.0,-22700000,-22700000,788500000,91800000.0,-284600000,-176700000.0,,37300000.0,34700000.0,
AUY,2017-12-31,-188500000.0,-198100000.0,-216400000,1042400000,1899400000,1803800000,-113900000,-90400000.0,-95600000,-95600000,761400000,113600000.0,-188500000,-312000000.0,,21000000.0,133900000.0,
AUY,2016-12-31,-307900000.0,-290800000.0,-110000000,1029000000,2293400000,1787700000,-324900000,-94700000.0,-505700000,-505700000,758700000,100200000.0,-307900000,-615700000.0,,68800000.0,67800000.0,
ITGR,2019-12-31,96336000.0,91218000.0,-60776000,903084000,1092125000,1258094000,13975000,-52545000.0,165969000,165969000,355010000,139268000.0,96336000,105193000.0,45973000.0,3613000.0,,5118000.0
ITGR,2018-12-28,167964000.0,47033000.0,-108996000,852347000,1044900000,1215012000,14083000,-99310000.0,170112000,170112000,362665000,142441000.0,167964000,61116000.0,48604000.0,1503000.0,,120931000.0
ITGR,2017-12-29,66679000.0,87087000.0,-113454000,782070000,973367000,1136080000,-37828000,-63972000.0,162713000,162713000,354010000,143073000.0,66679000,49259000.0,48850000.0,-626000.0,,-20408000.0
ITGR,2016-12-30,5961000.0,24878000.0,-127236000,737823000,920101000,1075502000,3287000,-68331000.0,155401000,155401000,337679000,133404000.0,5961000,28165000.0,47899000.0,-626000.0,,-18917000.0
IIPR,2019-12-31,21727000.0,23475000.0,-1460000,1315000,19732000,44667000,0,-6306000.0,24935000,24935000,43352000,9818000.0,23475000,23475000.0,,,,
