stock,endDate,capitalExpenditures,changeToNetincome,otherCashflowsFromFinancingActivities,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments
SAVE,2017-12-31,-790663000.0,33433000.0,-13740000.0,-8134000.0,,,,83154000.0,425240000.0,,-46580000.0,99949000.0,415522000,-135446000.0,466712000.0,526987000.0,-792003000.0,49557000,45000.0,-1340000.0
SAVE,2016-12-31,-723990000.0,140192000.0,-577000.0,-12951000.0,,,,54171000.0,471765000.0,,-102510000.0,-102732000.0,263483000,-76095000.0,249859000.0,352854000.0,-824356000.0,-16278000,92000.0,-100416000.0
CEQP,2019-12-31,-455500000.0,-114500000.0,201000000.0,42900000.0,10900000.0,-232500000.0,-1100000.0,195800000.0,420400000.0,,-11000000.0,8500000.0,285100000,17300000.0,531800000.0,574300000.0,-943700000.0,-23300000,,-25800000.0
CEQP,2018-12-31,-305500000.0,74200000.0,-15700000.0,167800000.0,-24100000.0,-230900000.0,-1100000.0,168700000.0,253600000.0,,-7400000.0,15900000.0,50800000,-52000000.0,3500000.0,257500000.0,-241200000.0,-138600000,,-15200000.0
CEQP,2017-12-31,-188400000.0,248600000.0,-44000000.0,-170700000.0,-9900000.0,-182600000.0,-1100000.0,191700000.0,255900000.0,,-5500000.0,-300000.0,-191900000,40800000.0,-294900000.0,-78000000.0,38700000.0,140100000,,1900000.0
CEQP,2016-12-31,-100700000.0,268000000.0,-18700000.0,-76900000.0,-22500000.0,-219800000.0,-1100000.0,229600000.0,346100000.0,,-800000.0,1100000.0,-216300000,82700000.0,-1212200000.0,-972900000.0,867200000.0,74600000,,2400000.0
TWLO,2019-12-31,-45368000.0,211748000.0,-877000.0,-51357000.0,,,,116519000.0,14048000.0,,-5412000.0,-251599000.0,-307063000,-16822000.0,1020145000.0,-11046000.0,-1285792000.0,20223000,1037480000.0,-1341251000.0
TWLO,2018-12-31,-5109000.0,104601000.0,-71406000.0,-58234000.0,,,,13071000.0,7983000.0,,-2654000.0,384546000.0,-121949000,30479000.0,515819000.0,550000000.0,-139419000.0,12938000,39879000.0,-84190000.0
TWLO,2017-12-31,-9538000.0,51899000.0,-430000.0,-15280000.0,,,,10357000.0,-3255000.0,,-778000.0,-193492000.0,-63708000,-3923000.0,36437000.0,550000000.0,-226748000.0,8993000,37645000.0,-177309000.0
TWLO,2016-12-31,-14174000.0,26175000.0,-4606000.0,-8254000.0,,,,2829000.0,10097000.0,,-1039000.0,204275000.0,-41324000,19395000.0,229164000.0,550000000.0,-34986000.0,5790000,234809000.0,-177309000.0
SERV,2019-12-31,-28000000.0,18000000.0,-11000000.0,-7000000.0,-14000000.0,,15000000.0,123000000.0,243000000.0,1000000.0,-47000000.0,55000000.0,128000000,-1000000.0,327000000.0,375000000.0,-516000000.0,0,10000000.0,9000000.0
SERV,2018-12-31,-49000000.0,309000000.0,-267000000.0,-6000000.0,-6000000.0,,-14000000.0,91000000.0,375000000.0,-1000000.0,-47000000.0,-250000000.0,-41000000,11000000.0,-374000000.0,-114000000.0,-251000000.0,-4000000,7000000.0,1000000.0
SERV,2017-12-31,-68000000.0,-163000000.0,-6000000.0,-2000000.0,-1000000.0,,-5000000.0,86000000.0,414000000.0,1000000.0,-85000000.0,177000000.0,510000000,11000000.0,-152000000.0,-91000000.0,-85000000.0,-17000000,30000000.0,-3000000.0
SERV,2016-12-31,-46000000.0,120000000.0,-40000000.0,-40000000.0,-11000000.0,,-58000000.0,78000000.0,325000000.0,1000000.0,-60000000.0,89000000.0,155000000,-24000000.0,-103000000.0,-16000000.0,-133000000.0,7000000,13000000.0,-3000000.0
NSSC,2019-06-30,-1988000.0,617000.0,,-1440000.0,-5991000.0,,,1409000.0,8653000.0,,-3998000.0,2720000.0,12223000,307000.0,-3945000.0,,-1988000.0,1528000,53000.0,
NSSC,2018-06-30,-1280000.0,1054000.0,,-2503000.0,857000.0,,,1409000.0,7865000.0,,-1337000.0,1854000.0,7649000,55000.0,-4731000.0,,-1280000.0,-656000,106000.0,
NSSC,2017-06-30,-1414000.0,16000.0,,-1273000.0,-4785000.0,,,1374000.0,2448000.0,,-1337000.0,-351000.0,5599000,-260000.0,-1385000.0,,-1414000.0,1777000,49000.0,
NSSC,2016-06-30,-693000.0,-7000.0,,-988000.0,1988000.0,,,1420000.0,9160000.0,,-1108000.0,1459000.0,5773000,110000.0,-7008000.0,,-693000.0,864000,49000.0,
MBIN,2019-12-31,-13983000.0,-1255762000.0,2240909000.0,,,-17254000.0,-12268000.0,7519000.0,-1257003000.0,,,170185000.0,77329000,20383000.0,2384863000.0,-14013000.0,-957675000.0,0,,41028000.0
MBIN,2018-12-31,-9195000.0,165245000.0,154257000.0,,,-10216000.0,-182000.0,4657000.0,204335000.0,,,-22995000.0,62874000,-5859000.0,281736000.0,137695000.0,-509066000.0,0,,144001000.0
MBIN,2017-12-31,-788000.0,-243859000.0,514940000.0,,,-7950000.0,189000.0,5800000.0,-175886000.0,,,-86182000.0,54684000,10651000.0,612841000.0,-394000.0,-523137000.0,0,,-87474000.0
MBIN,2016-12-31,-1204000.0,-145503000.0,389057000.0,,,-6224000.0,-295000.0,4508000.0,-149771000.0,,,-1100000.0,33127000,-12097000.0,413973000.0,-485000.0,-265302000.0,0,,-83062000.0
DLPN,2019-12-31,-103493.0,-3567601.0,-3694744.0,-4034.0,,,,1946960.0,-2905207.0,,,-3364302.0,-1193377,195876.0,439387.0,2282418.0,-898482.0,-506972,1851713.0,
DLPN,2018-12-31,-89653.0,106517.0,-3910280.0,858883.0,,,,1978804.0,-624715.0,,,977767.0,-2913321,-957271.0,3198480.0,334603.0,-1595998.0,36575,6830248.0,
DLPN,2017-12-31,-227040.0,-9926590.0,-1225000.0,1343958.0,,,,1254643.0,8359549.0,,,3384327.0,6912524,5034940.0,-4576777.0,-7350615.0,-398445.0,383289,4480384.0,
DLPN,2016-12-31,-227040.0,16876241.0,50000.0,-3668646.0,,,,20225.0,-14972444.0,,,-1730139.0,-37189679,3931849.0,14492305.0,6942305.0,-1250000.0,-2764983,7500000.0,
GWB,2019-09-30,-15643000.0,55965000.0,567004000.0,,,-62904000.0,7547000.0,13655000.0,191659000.0,,-95598000.0,-55222000.0,167365000,-45575000.0,451587000.0,43085000.0,-698468000.0,0,,-342499000.0
GWB,2018-09-30,-13878000.0,54143000.0,756145000.0,,,-53002000.0,21716000.0,13093000.0,182429000.0,,-4032000.0,-61700000.0,157916000,-36951000.0,289182000.0,-409929000.0,-533311000.0,0,,-54944000.0
GWB,2017-09-30,-6409000.0,43691000.0,373408000.0,,,-43474000.0,16102000.0,13599000.0,131509000.0,,-5988000.0,-164215000.0,144786000,-66922000.0,83469000.0,-240477000.0,-379193000.0,0,,-75270000.0
GWB,2016-09-30,-15456000.0,23853000.0,355001000.0,,,-31419000.0,5963000.0,16259000.0,184809000.0,,-5988000.0,286841000.0,121253000,24781000.0,454171000.0,130589000.0,-352139000.0,0,,175676000.0
PACW,2019-12-31,-70100000.0,32978000.0,364622000.0,,,-289048000.0,324000.0,63218000.0,582660000.0,,-162965000.0,251857000.0,468636000,-20902000.0,300503000.0,387894000.0,-631306000.0,14714000,,341302000.0
PACW,2018-12-31,-40995000.0,83637000.0,8831000.0,,,-288193000.0,5712000.0,36303000.0,608027000.0,,-315542000.0,-12670000.0,465339000,1513000.0,296496000.0,891400000.0,-917193000.0,-136000,,-318568000.0
PACW,2017-12-31,-81515000.0,118516000.0,279963000.0,,,-247403000.0,27805000.0,25502000.0,483968000.0,,-109153000.0,-21233000.0,357818000,-115495000.0,-537942000.0,-461349000.0,32741000.0,76860000,,-102880000.0
PACW,2016-12-31,-59740000.0,115841000.0,391382000.0,,,-243437000.0,9264000.0,28502000.0,581107000.0,,-33244000.0,23184000.0,352166000,10143000.0,400629000.0,285928000.0,-958552000.0,53556000,,268418000.0
KNSA,2019-12-31,-3203000.0,18455000.0,-118000.0,,,,,2068000.0,-158369000.0,,,-25048000.0,-161867000,-12320000.0,84107000.0,,49214000.0,-4705000,84225000.0,52417000.0
KNSA,2018-12-31,-5290000.0,3601000.0,-3657000.0,,,,,286000.0,-81012000.0,,,26526000.0,-103227000,9505000.0,346736000.0,,-239198000.0,8823000,159571000.0,-233908000.0
KNSA,2017-12-31,-69000.0,700000.0,-127000.0,,,,,28000.0,-50219000.0,,,-10415000.0,-64873000,12920000.0,39873000.0,,-69000.0,1006000,159571000.0,-233908000.0
KNSA,2016-12-31,-3000.0,322000.0,-1000.0,,,,,22000.0,-21867000.0,,,20639000.0,-23973000,1643000.0,42509000.0,,-3000.0,119000,10000.0,-233908000.0
AUMN,2019-12-31,-38000.0,-2186000.0,,33000.0,-2000.0,,,1323000.0,-4395000.0,,,1300000.0,-5386000,1437000.0,2476000.0,,3219000.0,386000,2476000.0,113000.0
AUMN,2018-12-31,-152000.0,-4997000.0,,-167000.0,13000.0,,,1334000.0,-5711000.0,,,43000.0,-1945000,107000.0,809000.0,,4945000.0,-56000,809000.0,113000.0
AUMN,2017-12-31,-81000.0,-368000.0,,683000.0,3000.0,,,1148000.0,-1630000.0,,,662000.0,-3892000,-322000.0,1611000.0,,681000.0,1118000,1682000.0,113000.0
AUMN,2016-12-31,-50000.0,2733000.0,,166000.0,85000.0,,,1741000.0,-6205000.0,,,-1489000.0,-10659000,250000.0,3599000.0,,1117000.0,-950000,3999000.0,113000.0
AGYS,2020-03-31,-3420000.0,28584000.0,,-8180000.0,-1830000.0,,-27000.0,2615000.0,10575000.0,-130000.0,-1092000.0,5882000.0,-34067000,-3603000.0,-1116000.0,-24000.0,-3447000.0,12148000,,
AGYS,2019-03-31,-3318000.0,4702000.0,,-5874000.0,-50000.0,,-27000.0,2571000.0,7241000.0,-112000.0,-647000.0,828000.0,-13164000,3185000.0,-767000.0,-120000.0,-5534000.0,1333000,,
AGYS,2018-03-31,-6140000.0,1603000.0,,-719000.0,229000.0,,-27000.0,2710000.0,6874000.0,194000.0,-1171000.0,-9312000.0,-8350000,1922000.0,-1295000.0,-124000.0,-15085000.0,-2318000,,
AGYS,2017-03-31,-4158000.0,2297000.0,,6372000.0,476000.0,,2181000.0,2401000.0,3433000.0,-74000.0,-533000.0,-11353000.0,-11721000,-2369000.0,-847000.0,-117000.0,-13865000.0,-3480000,,
TDC,2019-12-31,-54000000.0,86000000.0,44000000.0,190000000.0,-3000000.0,,,103000000.0,148000000.0,-1000000.0,-300000000.0,-220000000.0,-20000000,-34000000.0,-308000000.0,-52000000.0,-59000000.0,-215000000,,
TDC,2018-12-31,-153000000.0,47000000.0,31000000.0,-34000000.0,2000000.0,,,75000000.0,364000000.0,-20000000.0,-300000000.0,-373000000.0,30000000,-34000000.0,-554000000.0,-285000000.0,-163000000.0,223000000,,
TDC,2017-12-31,-78000000.0,34000000.0,32000000.0,-6000000.0,3000000.0,,,63000000.0,324000000.0,8000000.0,-351000000.0,115000000.0,-67000000,95000000.0,-109000000.0,210000000.0,-108000000.0,127000000,,
TDC,2016-12-31,-53000000.0,137000000.0,30000000.0,40000000.0,14000000.0,,,60000000.0,446000000.0,-14000000.0,-82000000.0,135000000.0,125000000,-10000000.0,-262000000.0,-210000000.0,-35000000.0,12000000,,
CAPL,2019-12-31,-24611000.0,11325000.0,-4591000.0,-12948000.0,7244000.0,-72341000.0,1098000.0,50532000.0,72327000.0,,,-1411000.0,18076000,-2410000.0,-58229000.0,18703000.0,-15509000.0,-519000,,
CAPL,2018-12-31,-14202000.0,16823000.0,-2537000.0,16785000.0,362000.0,-75562000.0,780000.0,56128000.0,89752000.0,,,-706000.0,5251000,-2121000.0,-83678000.0,-11885000.0,-6780000.0,-5010000,,
CAPL,2017-12-31,-12488000.0,-5702000.0,-4468000.0,597000.0,863000.0,-83764000.0,450000.0,56240000.0,88960000.0,,,2547000.0,23158000,-3567000.0,-26300000.0,61603000.0,-60113000.0,15664000,,
CAPL,2016-12-31,-20776000.0,16525000.0,-4240000.0,-8156000.0,4960000.0,-80012000.0,18322000.0,53510000.0,79440000.0,,,158000.0,10704000,-50000.0,17624000.0,105128000.0,-96906000.0,281000,,
MITK,2019-09-30,-1063000.0,6200000.0,-1030000.0,-193000.0,,,,8112000.0,14250000.0,-406000.0,,7720000.0,-724000,-598000.0,4383000.0,-168000.0,-10507000.0,1153000,5581000.0,-9444000.0
MITK,2018-09-30,-4307000.0,14677000.0,-1284000.0,-5673000.0,,,,4538000.0,5626000.0,-34000.0,,-3261000.0,-11807000,1812000.0,-429000.0,-270000.0,-8424000.0,1979000,1125000.0,25627000.0
MITK,2017-09-30,-488000.0,-3978000.0,-1284000.0,-2101000.0,,,,913000.0,10445000.0,-76000.0,,3279000.0,14092000,1195000.0,687000.0,-270000.0,-7777000.0,324000,687000.0,-7289000.0
MITK,2016-09-30,-250000.0,5604000.0,-1284000.0,-1002000.0,,,,1388000.0,7854000.0,-45000.0,,6257000.0,1959000,194000.0,1733000.0,-22000.0,-3285000.0,-289000,1755000.0,-3035000.0
NTEC,2019-12-31,-921000.0,17192000.0,,,,,-2865000.0,854000.0,-29045000.0,-67000.0,,-29954000.0,-47599000,-452000.0,2368000.0,,-3210000.0,960000,2368000.0,576000.0
NTEC,2018-12-31,-4667000.0,4250000.0,,,,,-4932000.0,859000.0,-39076000.0,-829000.0,,-14147000.0,-43543000,-1552000.0,35059000.0,,-9301000.0,910000,35059000.0,298000.0
NTEC,2017-12-31,-5001000.0,858000.0,,,,,-4932000.0,829000.0,-22132000.0,127000.0,,36955000.0,-28909000,1259000.0,63707000.0,,-4747000.0,3831000,63707000.0,247000.0
NTEC,2016-12-31,-482000.0,264000.0,,,,,-4932000.0,701000.0,-12005000.0,8000.0,,-7273000.0,-13362000,1259000.0,63707000.0,,4724000.0,415000,63707000.0,5206000.0
RYAM,2019-12-31,-102807000.0,-75870000.0,-3514000.0,14443000.0,52347000.0,-18919000.0,155309000.0,153275000.0,41904000.0,-863000.0,-6878000.0,-44941000.0,-22450000,-56108000.0,-138484000.0,-109173000.0,52502000.0,-26025000,,
RYAM,2018-12-31,-128786000.0,-19776000.0,-3514000.0,-31532000.0,-21579000.0,-28858000.0,-3413000.0,145957000.0,246944000.0,-1790000.0,-42780000.0,12731000.0,128416000,14461000.0,-116457000.0,-45270000.0,-115966000.0,30162000,,
RYAM,2017-12-31,-74955000.0,-286482000.0,-7025000.0,-2574000.0,-651000.0,-26493000.0,7693000.0,96646000.0,129772000.0,853000.0,-157000.0,-230420000.0,324964000,-23137000.0,-83619000.0,-49958000.0,-277426000.0,17629000,,
RYAM,2016-12-31,-88703000.0,36658000.0,-798000.0,31266000.0,7041000.0,-15481000.0,2143000.0,88274000.0,232225000.0,853000.0,-157000.0,225352000.0,73286000,-4171000.0,79687000.0,-71031000.0,-86560000.0,-2048000,,
CR,2019-12-31,-68800000.0,187100000.0,,3800000.0,-8300000.0,-93200000.0,,113500000.0,393900000.0,2200000.0,-79900000.0,50500000.0,133300000,-36500000.0,-124600000.0,45600000.0,-221000000.0,-23400000,2900000.0,1100000.0
CR,2018-12-31,-108800000.0,-58100000.0,,4800000.0,-38800000.0,-83500000.0,,120000000.0,413800000.0,-16400000.0,-50100000.0,-362800000.0,335600000,29500000.0,-7900000.0,115000000.0,-752300000.0,37000000,16100000.0,1100000.0
CR,2017-12-31,-49000000.0,19000000.0,,-10100000.0,6400000.0,-78400000.0,,72700000.0,317500000.0,46500000.0,-25000000.0,196500000.0,171800000,31600000.0,-80800000.0,115000000.0,-86700000.0,17500000,25200000.0,1100000.0
CR,2016-12-31,-51500000.0,100900000.0,,-6200000.0,24900000.0,-77200000.0,,67400000.0,318100000.0,-20900000.0,-25000000.0,146200000.0,122800000,7200000.0,-100400000.0,-49600000.0,-50600000.0,5500000,26400000.0,1100000.0
BL,2019-12-31,-4632000.0,38875000.0,-46577000.0,-27962000.0,,,,16574000.0,29724000.0,261000.0,-3940000.0,74047000.0,-32535000,-14946000.0,452512000.0,487163000.0,-408450000.0,36608000,15866000.0,-398758000.0
BL,2018-12-31,-6284000.0,20904000.0,4317000.0,-13207000.0,,,,18436000.0,16140000.0,266000.0,-3356000.0,14951000.0,-28714000,-5870000.0,14522000.0,-443000.0,-15977000.0,20691000,14004000.0,-4018000.0
BL,2017-12-31,-4002000.0,20849000.0,-110000.0,-20189000.0,,,,17271000.0,6424000.0,266000.0,-3356000.0,8986000.0,-33408000,-7278000.0,9593000.0,-549000.0,-7031000.0,26479000,10252000.0,1595000.0
BL,2016-12-31,-1724000.0,-3108000.0,-4372000.0,-15541000.0,,,,15624000.0,-4808000.0,266000.0,-3356000.0,6913000.0,-26337000,-9973000.0,131395000.0,-26530000.0,-119674000.0,28170000,162297000.0,-83192000.0
EYE,2019-12-28,-101325000.0,46843000.0,-2930000.0,-6925000.0,-15886000.0,,694000.0,87244000.0,165081000.0,,-25646000.0,22309000.0,32798000,17456000.0,-42141000.0,-28332000.0,-100631000.0,2262000,14767000.0,
EYE,2018-12-29,-104493000.0,32617000.0,-1400000.0,-14649000.0,-28739000.0,,272000.0,74339000.0,106628000.0,,-1928000.0,12804000.0,23653000,5586000.0,10397000.0,-6077000.0,-104221000.0,11773000,19802000.0,
EYE,2017-12-30,-93219000.0,-16009000.0,-4527000.0,-16858000.0,-9583000.0,,136000.0,61974000.0,90252000.0,,-1928000.0,-493000.0,43138000,12890000.0,3838000.0,-193676000.0,-94583000.0,3095000,373024000.0,
EYE,2016-12-31,-90026000.0,28514000.0,-199000.0,-9075000.0,-13827000.0,,54000.0,52677000.0,97588000.0,,-188000.0,42000.0,13343000,6884000.0,-6574000.0,-7102000.0,-90972000.0,15166000,915000.0,
FND,2019-12-26,-196008000.0,4610000.0,,-17850000.0,-110851000.0,,,74001000.0,204658000.0,,,26393000.0,150631000,43828000.0,17743000.0,-3500000.0,-196008000.0,56395000,21243000.0,
FND,2018-12-27,-151397000.0,863000.0,,-13486000.0,-53557000.0,,,51992000.0,185624000.0,,,88000.0,116187000,19629000.0,-34139000.0,-44500000.0,-151397000.0,57775000,10531000.0,
FND,2017-12-28,-102253000.0,6661000.0,,-19508000.0,-134248000.0,,,38062000.0,109207000.0,,,105000.0,102788000,25380000.0,-6849000.0,-206500000.0,-102253000.0,108331000,201210000.0,
FND,2016-12-29,-74648000.0,-2604000.0,,-10793000.0,-21133000.0,,,28604000.0,89456000.0,,,133000.0,43039000,30616000.0,-14675000.0,220766000.0,-74648000.0,13456000,284000.0,
OSPN,2019-12-31,-7453000.0,1813000.0,,-2759000.0,-5391000.0,,,8084000.0,18244000.0,-208000.0,-569000.0,7574000.0,8789000,-1164000.0,-569000.0,,-9893000.0,5093000,,-2440000.0
OSPN,2018-12-31,-3685000.0,-3029000.0,,-15070000.0,-2388000.0,,,7739000.0,1226000.0,-1556000.0,-970000.0,-1106000.0,3846000,685000.0,-970000.0,,194000.0,8063000,,57180000.0
OSPN,2017-12-31,-3088000.0,16704000.0,,-8428000.0,5380000.0,,,10601000.0,17627000.0,-469000.0,-640000.0,29316000.0,-22399000,1152000.0,-640000.0,,12798000.0,2691000,,16342000.0
OSPN,2016-12-31,-2043000.0,-2156000.0,,-8106000.0,3198000.0,,,10777000.0,28415000.0,-45000.0,-1051000.0,-29177000.0,10514000,211000.0,-1051000.0,,-56496000.0,14559000,,-49915000.0
CCI,2019-12-31,-2057000000.0,203000000.0,-24000000.0,-96000000.0,,-2025000000.0,-7000000.0,1507000000.0,2698000000.0,,-44000000.0,-75000000.0,860000000,204000000.0,-692000000.0,1401000000.0,-2081000000.0,19000000,,
CCI,2018-12-31,-1739000000.0,309000000.0,-31000000.0,-105000000.0,,-1895000000.0,-12000000.0,1457000000.0,2500000000.0,,-34000000.0,-27000000.0,622000000,173000000.0,-733000000.0,386000000.0,-1793000000.0,37000000,,
CCI,2017-12-31,-1217000000.0,164000000.0,-29000000.0,71000000.0,,-1539000000.0,-5000000.0,1203000000.0,2032000000.0,,-23000000.0,-257000000.0,366000000,253000000.0,8192000000.0,3954000000.0,-10482000000.0,-34000000,,
CCI,2016-12-31,-874000000.0,223000000.0,-42000000.0,-59000000.0,,-1283000000.0,115000000.0,1073000000.0,1787000000.0,,-25000000.0,382000000.0,357000000,-28000000.0,-89000000.0,-65000000.0,-1316000000.0,207000000,,
HCI,2019-12-31,-2887000.0,4404000.0,-153000.0,-3588000.0,,-13012000.0,,3940000.0,54047000.0,-22000.0,-20054000.0,-10240000.0,26576000,-5049000.0,-114724000.0,-81568000.0,50459000.0,22831000,63000.0,64827000.0
HCI,2018-12-31,-2187000.0,7519000.0,323000.0,1140000.0,,-11318000.0,,3509000.0,28595000.0,-164000.0,-21166000.0,-16535000.0,17725000,-18083000.0,-27288000.0,4873000.0,-17678000.0,-5923000,63000.0,-7610000.0
HCI,2017-12-31,-2340000.0,-2326000.0,-3902000.0,-531000.0,,-13906000.0,,3187000.0,16635000.0,61000.0,-45872000.0,-24438000.0,-6893000,40785000.0,39030000.0,102635000.0,-80164000.0,-10610000,75000.0,-65309000.0
HCI,2016-12-31,-865000.0,-1497000.0,-1015000.0,2355000.0,,-12438000.0,,1879000.0,88275000.0,3000.0,-20490000.0,13093000.0,29021000,65999000.0,-26157000.0,7636000.0,-49028000.0,-11819000,150000.0,-44451000.0
AUPH,2019-12-31,-87000.0,56813000.0,-6640000.0,-151000.0,,,,1548000.0,-63456000.0,,,188052000.0,-123846000,-1926000.0,243728000.0,-127000.0,7780000.0,4106000,250495000.0,7884000.0
AUPH,2018-12-31,-30000.0,16945000.0,-6640000.0,-108000.0,,,,1565000.0,-51610000.0,,,-47662000.0,-64120000,-5004000.0,4014000.0,-127000.0,-66000.0,-888000,4014000.0,9000.0
AUPH,2017-12-31,-25000.0,28618000.0,-2096000.0,-23000.0,,,,1456000.0,-41169000.0,,,125980000.0,-70792000,-2596000.0,175152000.0,-127000.0,-8003000.0,2168000,177248000.0,-7978000.0
AUPH,2016-12-31,-15000.0,978000.0,-195000.0,-39000.0,,,,1479000.0,-18713000.0,,,33893000.0,-23295000,-949000.0,42615000.0,-127000.0,9991000.0,2458000,42810000.0,9997000.0
AZN,2019-12-31,-979000000.0,-816000000.0,4000000.0,-898000000.0,-316000000.0,-3592000000.0,274000000.0,2728000000.0,2969000000.0,5000000.0,,552000000.0,1335000000,,-1765000000.0,-1702000000.0,-657000000.0,868000000,3525000000.0,125000000.0
AZN,2018-12-31,-1043000000.0,-1709000000.0,-67000000.0,-523000000.0,-13000000.0,-3484000000.0,193000000.0,2731000000.0,2618000000.0,-38000000.0,,1499000000.0,2155000000,,-2044000000.0,1473000000.0,963000000.0,-103000000,34000000.0,140000000.0
AZN,2017-12-31,-1326000000.0,-1777000000.0,-20000000.0,83000000.0,-548000000.0,-3519000000.0,164000000.0,2320000000.0,3578000000.0,-66000000.0,,-1752000000.0,3001000000,,-2936000000.0,560000000.0,-2328000000.0,415000000,43000000.0,-447000000.0
AZN,2016-12-31,-1446000000.0,-2546000000.0,18000000.0,1610000000.0,-343000000.0,-3561000000.0,140000000.0,2181000000.0,4145000000.0,21000000.0,,-1127000000.0,3499000000,,-1324000000.0,2172000000.0,-3969000000.0,-341000000,47000000.0,-434000000.0
COLB,2019-12-31,-8447000.0,-443000.0,226958000.0,,,-81528800.0,-13895000.0,20779000.0,204747000.0,,-53626000.0,-29914000.0,194451000,-8524000.0,630789000.0,557343000.0,-865450000.0,0,2025000.0,-509316000.0
COLB,2018-12-31,-11328000.0,37106000.0,-73591000.0,,,-73192980.0,-10446000.0,22636000.0,237201000.0,,-2677000.0,-64946000.0,172882000,9019000.0,203936000.0,361787000.0,-506083000.0,0,1857000.0,-462700000.0
COLB,2017-12-31,-6495000.0,38438000.0,346452000.0,,,-51308000.0,12779000.0,16133000.0,128525000.0,,-2299000.0,118295000.0,112828000,-35894000.0,189259000.0,-105566000.0,-199489000.0,0,1980000.0,-27330000.0
COLB,2016-12-31,-4520000.0,32697000.0,621129000.0,,,-44785290.0,1777000.0,17746000.0,145847000.0,,-1125000.0,48936000.0,104866000,-7265000.0,451642000.0,-80877000.0,-548553000.0,0,1349000.0,-161465000.0
PDLI,2019-12-31,-763000.0,30399000.0,1954000.0,8195000.0,-21923000.0,-9000.0,,10093000.0,-32443000.0,,-87110000.0,-201139000.0,-70411000,-225000.0,-190505000.0,-105340000.0,21809000.0,4191000,,-60000000.0
PDLI,2018-12-31,-4523000.0,51516000.0,1954000.0,9349000.0,-9508000.0,-48000.0,,19527000.0,-13425000.0,,-49460000.0,-132676000.0,-68859000,-15056000.0,-175955000.0,-126447000.0,56704000.0,-6642000,,4116000.0
PDLI,2017-12-31,-1297000.0,-130483000.0,-89177000.0,11008000.0,892000.0,-222000.0,,27055000.0,40624000.0,,-30000000.0,380112000.0,110748000,2872000.0,-119399000.0,-126447000.0,458887000.0,10840000,,91743000.0
PDLI,2016-12-31,-25000.0,30736000.0,-17354000.0,-40120000.0,-3227000.0,-16583000.0,,12046000.0,101718000.0,,-30000000.0,-71729000.0,63606000,21482000.0,-28937000.0,5000000.0,-144510000.0,5834000,,-93272000.0
